t_s,pos_err_m,cum_err_m
417612.70301658876,98769312.03467685,76958139118.79156
417642.70301658876,98635944.59328045,77056775063.38484
417672.70301658876,98504273.30502798,77155279336.68987
417702.70301658876,98374351.04492629,77253653687.73479
417732.70301658876,98246206.74037118,77351899894.47516
417762.70301658876,98119869.006651,77450019763.48181
417792.70301658876,97995366.13569933,77548015129.61751
421392.70301658876,99892259.92244609,77647907389.53995
424992.70301658876,115987890.0955461,77763895279.6355
428592.70301658876,109954368.77720575,77873849648.4127
432192.70301658876,91294422.14072013,77965144070.55342
435792.70301658876,98018380.88647118,78063162451.4399
439392.70301658876,111959966.35587615,78175122417.79578
442992.70301658876,101680332.20325072,78276802749.99902
446592.70301658876,84837232.39549509,78361639982.39452
450192.70301658876,95630658.25967021,78457270640.65419
453792.70301658876,106484360.49964513,78563755001.15384
457392.70301658876,92541761.51135552,78656296762.66519
460992.70301658876,78622245.6258139,78734919008.291
461592.70301658876,79360631.44792928,78814279639.73892
462192.70301658876,81028917.87303552,78895308557.61195
462792.70301658876,83425795.03311649,78978734352.64507
463392.70301658876,86296740.1686456,79065031092.8137
463992.70301658876,89371929.6913453,79154403022.50505
464592.70301658876,92394330.3497066,79246797352.85475
465192.70301658876,95136926.05282113,79341934278.90758
465792.70301658876,97411490.43602166,79439345769.3436
466392.70301658876,99071490.44595851,79538417259.78955
466992.70301658876,100012656.99513467,79638429916.78468
467592.70301658876,100172526.48075417,79738602443.26544
468192.70301658876,99529436.74840675,79838131880.01385
468792.70301658876,98102138.85363866,79936234018.8675
469392.70301658876,95949653.83554325,80032183672.70303
469992.70301658876,93171274.35892123,80125354947.06195
470592.70301658876,89907060.90699735,80215262007.96895
471192.70301658876,86337490.78399111,80301599498.75294
471792.70301658876,82681194.78886738,80384280693.54181
472392.70301658876,79188834.58290091,80463469528.12471
472992.70301658876,76128745.02160153,80539598273.14632
473592.70301658876,73761492.39218901,80613359765.5385
474192.70301658876,72303313.55539069,80685663079.09389
474792.70301658876,71884600.23087178,80757547679.32475
475392.70301658876,72519711.37080859,80830067390.69556
