t_s,pos_err_m,cum_err_m
619740.0,59855662.96209438,924537711314.1393
619800.0,59566147.525761835,924597277461.665
619860.0,59275894.988940895,924656553356.6539
619920.0,58985220.14084558,924715538576.7948
619980.0,58694364.30763544,924774232941.1024
620040.0,58403461.06260414,924832636402.165
620100.0,58112829.018557236,924890749231.1836
620160.0,57822765.55730345,924948571996.7408
620220.0,57533528.76878563,925006105525.5096
620280.0,57245235.29774717,925063350760.8074
620340.0,56958287.09750008,925120309047.9049
620400.0,56672962.93007946,925176982010.835
620460.0,56389511.30139986,925233371522.1364
620520.0,56108103.60188094,925289479625.7383
620580.0,55829148.677999236,925345308774.4163
620640.0,55552928.88164427,925400861703.2979
620700.0,55279671.22574526,925456141374.5236
620760.0,55009625.722671695,925511151000.2462
620820.0,54743177.1518554,925565894177.3981
620880.0,54480616.79836105,925620374794.1964
620940.0,54222146.138460785,925674596940.3348
621000.0,53968088.64153766,925728565028.9763
621060.0,53718800.316419624,925782283829.2927
621120.0,53474575.97660705,925835758405.2693
621180.0,53235585.94195279,925888993991.2112
621240.0,53002220.50131383,925941996211.7125
621300.0,52774800.535969965,925994771012.2485
621360.0,52553611.977328144,926047324624.2258
621420.0,52338802.89088988,926099663427.1167
621480.0,52130806.029116295,926151794233.1459
621540.0,51929904.53142571,926203724137.6772
621600.0,51736339.09607299,926255460476.7733
621660.0,51550310.01632036,926307010786.7897
621720.0,51372199.61435319,926358382986.404
621780.0,51202271.631412916,926409585258.0355
621840.0,51040711.83166716,926460625969.8672
621900.0,50887762.26620421,926511513732.1334
621960.0,50743744.69054757,926562257476.824
622020.0,50608892.96914714,926612866369.7931
622080.0,50483327.5406474,926663349697.3337
622140.0,50367321.227362745,926713717018.5612
622200.0,50261124.76002694,926763978143.3212
622260.0,50164931.56591885,926814143074.8871
622320.0,50078786.56420578,926864221861.4513
622380.0,50002982.72403543,926914224844.1753
622440.0,49937689.9760939,926964162534.1514
622500.0,49883032.13538421,927014045566.2867
622560.0,49839028.36992105,927063884594.6566
622620.0,49805923.898566,927113690518.5552
622680.0,49783819.446659,927163474338.0018
622740.0,49772748.68279817,927213247086.6846
622800.0,49772737.402950704,927263019824.0875
622860.0,49783937.391731255,927312803761.4792
622920.0,49806388.022732586,927362610149.502
622980.0,49840028.59244824,927412450178.0944
623040.0,49884887.30252821,927462335065.3969
623100.0,49941019.9357929,927512276085.3326
623160.0,50008402.648627125,927562284487.9813
623220.0,50086879.824054785,927612371367.8054
623280.0,50176481.41202317,927662547849.2174
623340.0,50277168.42341337,927712825017.6409
623400.0,50388854.62871591,927763213872.2695
623460.0,50511295.87014663,927813725168.1396
623520.0,50644523.57771816,927864369691.7174
623580.0,50788409.89350322,927915158101.611
623640.0,50942780.69080724,927966100882.3018
623700.0,51107402.30741028,928017208284.6091
623760.0,51282221.04661046,928068490505.6558
623820.0,51467058.822479345,928119957564.4783
623880.0,51661662.04781374,928171619226.5261
623940.0,51865815.229684494,928223485041.7559
624000.0,52079388.87070587,928275564430.6266
624060.0,52302163.98631958,928327866594.6129
624120.0,52533817.63625826,928380400412.2491
624180.0,52774161.47114906,928433174573.7203
624240.0,53023000.67355601,928486197574.3939
624300.0,53280085.52668466,928539477659.9207
624360.0,53545034.42245518,928593022694.3431
624420.0,53817695.42385959,928646840389.767
624480.0,54097818.99159317,928700938208.7585
624540.0,54385120.2090456,928755323328.9677
624600.0,54679212.60701181,928810002541.5747
624660.0,54979945.91280583,928864982487.4875
624720.0,55287040.25188157,928920269527.7394
624780.0,55600168.5059711,928975869696.2454
624840.0,55918997.08365317,929031788693.329
624900.0,56243336.5633567,929088032029.8923
624960.0,56572901.53333241,929144604931.4257
625020.0,56907330.928413406,929201512262.3541
625080.0,57246350.59684707,929258758612.9509
625140.0,57589739.527815804,929316348352.4788
625200.0,57937213.48016369,929374285565.959
625260.0,58288384.14968362,929432573950.1086
